N°,Type,Date,Famille,Ligne,Référence,Désignation,Quantité,PU Achat,Montant HT,% Rem,% Marge
N° 22-01-220,FACTURE,10/01/2022,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),"1,00","0,00","541,67","0,00","100,00"
N° 22-01-220,FACTURE,10/01/2022,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,"1,00","0,00","227,27","0,00","100,00"
N° 22-01-220,FACTURE,10/01/2022,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE + CIMETIERE,"1,00","0,00","375,00","0,00","100,00"
N° 22-01-220,FACTURE,10/01/2022,Produits,Article,CBC,CERCUEIL EN BOIS DE CHENE HERMETIQUE INCLUS PIQUET ET PLAQUE GRAVEE,"1,00","0,00","750,00","0,00","100,00"
N° 22-01-220,FACTURE,10/01/2022,Produits,Article,TCI,TRAVAUX CIMETIERE,"1,00","0,00","541,67","0,00","100,00"
N° 22-01-220,FACTURE,10/01/2022,Services,Article,ACH,ACHAT CONCESSION,"1,00","0,00","3732,00","0,00","0,00"
N° 22-01-219,FACTURE,04/01/2022,Services,Article,SEM,SEMELLE,"1,00","0,00","500,00","0,00","0,00"
N° 22-01-219,FACTURE,04/01/2022,Services,Article,FC,FAUSSE CASE,"1,00","0,00","500,00","0,00","0,00"
N° 22-01-219,FACTURE,04/01/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","416,67","0,00","0,00"
N° 22-01-219,FACTURE,04/01/2022,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,"1,00","0,00","208,33","0,00","100,00"
N° 22-01-219,FACTURE,04/01/2022,Produits,Article,FRC,FRAIS DE CULTE,"1,00","0,00","125,00","0,00","100,00"
N° 22-01-219,FACTURE,04/01/2022,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),"1,00","0,00","541,67","0,00","100,00"
N° 22-01-219,FACTURE,04/01/2022,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,"1,00","0,00","227,27","0,00","100,00"
N° 22-01-219,FACTURE,04/01/2022,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE + CIMETIERE,"1,00","0,00","375,00","0,00","100,00"
N° 22-01-219,FACTURE,04/01/2022,Produits,Article,CBC,CERCUEIL EN BOIS DE CHENE HERMETIQUE INCLUS PIQUET ET PLAQUE GRAVEE,"1,00","0,00","666,67","0,00","100,00"
N° 22-01-219,FACTURE,04/01/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","541,67","0,00","0,00"
N° 22-10-295,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-295,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-295,FACTURE,24/10/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-10-294,AVOIR,24/10/2022,Produits,Article,,AVOIR,"-1,00","0,00","-545,00","0,00","100,00"
N° 22-10-293,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-293,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-293,FACTURE,24/10/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-10-293,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-293,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-293,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-293,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-293,FACTURE,24/10/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-10-293,FACTURE,24/10/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-292,FACTURE,24/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-291,FACTURE,20/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-291,FACTURE,20/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-291,FACTURE,20/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-290,FACTURE,19/10/2022,Services,Article,ACH10,ACHAT CONCESSION PANTIN 10 ANS,"1,00","0,00","226,00","0,00","0,00"
N° 22-10-290,FACTURE,19/10/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","416,67","0,00","0,00"
N° 22-10-290,FACTURE,19/10/2022,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,"1,00","0,00","208,33","0,00","100,00"
N° 22-10-290,FACTURE,19/10/2022,Produits,Article,FRC,FRAIS DE CULTE,"1,00","0,00","125,00","0,00","100,00"
N° 22-10-290,FACTURE,19/10/2022,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),"1,00","0,00","541,67","0,00","100,00"
N° 22-10-290,FACTURE,19/10/2022,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,"1,00","0,00","227,27","0,00","100,00"
N° 22-10-290,FACTURE,19/10/2022,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE et autres,"1,00","0,00","375,00","0,00","100,00"
N° 22-10-290,FACTURE,19/10/2022,Produits,Article,CBC,CERCUEIL EN BOIS DE CHENE HERMETIQUE INCLUS PIQUET ET PLAQUE GRAVEE,"1,00","0,00","666,67","0,00","100,00"
N° 22-10-290,FACTURE,19/10/2022,Produits,Article,CF,CREUSEMENT DE FOSSE 2M EN PLEINE TERRE,"1,00","0,00","541,67","0,00","100,00"
N° 22-10-289,FACTURE,13/10/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","416,67","0,00","0,00"
N° 22-10-289,FACTURE,13/10/2022,Produits,Article,TRANB,TRANSFERT LIEU DE DECES VERS AEROPORT + PORTEURS,"1,00","0,00","448,33","0,00","100,00"
N° 22-10-289,FACTURE,13/10/2022,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE + LAISSEZ PASSER PREFECTORAL + LAISSEZ PASSER CONSULAIRE,"1,00","0,00","625,00","0,00","100,00"
N° 22-10-289,FACTURE,13/10/2022,Services,Article,TR,TOILETTE RITUELLE,"1,00","0,00","250,00","0,00","0,00"
N° 22-10-289,FACTURE,13/10/2022,Produits,Article,TC,TAXES CONSULAIRES,"1,00","0,00","12,00","0,00","100,00"
N° 22-10-289,FACTURE,13/10/2022,Produits,Article,TRANS,TRANSFERT AERIEN PARIS - TLV (VOL TK OU AF),"1,00","0,00","2500,00","0,00","100,00"
N° 22-10-289,FACTURE,13/10/2022,Produits,Article,CZ,CERCUEIL ZINGUE AUX NORMES INTERNATIONALES EN VIGUEUR,"1,00","0,00","708,33","0,00","100,00"
N° 22-10-288,FACTURE,10/10/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","416,67","0,00","0,00"
N° 22-10-288,FACTURE,10/10/2022,Produits,Article,TRANB,TRANSFERT LIEU DE DECES VERS AEROPORT + PORTEURS,"1,00","0,00","448,33","0,00","100,00"
N° 22-10-288,FACTURE,10/10/2022,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE + LAISSER PASSER PREFECTORAL+LAISSER PASSER CONSULAIRE,"1,00","0,00","625,00","0,00","100,00"
N° 22-10-288,FACTURE,10/10/2022,Services,Article,TR,"TOILETTE RITUELLE (TAHARA , si possible)","1,00","0,00","250,00","0,00","0,00"
N° 22-10-288,FACTURE,10/10/2022,Produits,Article,TC,TAXES CONSULAIRES,"1,00","0,00","12,00","0,00","100,00"
N° 22-10-288,FACTURE,10/10/2022,Produits,Article,TRANS,TRANSFERT AERIEN PARIS - TLV (VOL TK OU AF),"1,00","0,00","2500,00","0,00","100,00"
N° 22-10-288,FACTURE,10/10/2022,Produits,Article,CZ,CERCUEIL ZINGUE AUX NORMES INTERNATIONALES EN VIGUEUR,"1,00","0,00","708,33","0,00","100,00"
N° 22-10-287,AVOIR,04/10/2022,Services,Article,REM,REMISE COMMERCIALE,"-1,00","0,00","-268,50","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-10-286,FACTURE,04/10/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,PL,PLAQUE IDENTITE,"1,00","0,00","50,00","0,00","100,00"
N° 22-10-286,FACTURE,04/10/2022,Services,Article,EX1,EXHUMATION 1 CORPS,"1,00","0,00","195,00","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-10-286,FACTURE,04/10/2022,Services,Article,CR1M5,CREUSEMENT 1M50,"1,00","0,00","350,00","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-10-286,FACTURE,04/10/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-285,FACTURE,30/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-285,FACTURE,30/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-285,FACTURE,30/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-285,FACTURE,30/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-285,FACTURE,30/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-284,FACTURE,27/09/2022,Produits,Article,P5,"PROMO 5
STELE P1 TARN SAINT SALVY 
REF : GO709050","1,00","0,00","2250,00","0,00","100,00"
N° 22-09-284,FACTURE,27/09/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","400,00","0,00","100,00"
N° 22-09-284,FACTURE,27/09/2022,Services,Article,FC,FAUSSE CASE,"1,00","0,00","400,00","0,00","0,00"
N° 22-09-284,FACTURE,27/09/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","416,67","0,00","0,00"
N° 22-09-284,FACTURE,27/09/2022,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,"1,00","0,00","208,33","0,00","100,00"
N° 22-09-284,FACTURE,27/09/2022,Produits,Article,FRC,FRAIS DE CULTE,"1,00","0,00","125,00","0,00","100,00"
N° 22-09-284,FACTURE,27/09/2022,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),"1,00","0,00","541,67","0,00","100,00"
N° 22-09-284,FACTURE,27/09/2022,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,"1,00","0,00","227,27","0,00","100,00"
N° 22-09-284,FACTURE,27/09/2022,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE + CIMETIERE,"1,00","0,00","375,00","0,00","100,00"
N° 22-09-284,FACTURE,27/09/2022,Produits,Article,CBP,CERCUEIL EN BOIS DE PEUPLIER HERMETIQUE INCLUS POTEAU ET PLAQUES GRAVEES,"1,00","0,00","666,67","0,00","100,00"
N° 22-09-284,FACTURE,27/09/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","541,67","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","115,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","115,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-283,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"2,00","85,00","170,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-282,FACTURE,22/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"1,00","85,00","85,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"2,00","0,00","220,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-282,FACTURE,22/09/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-09-281,AVOIR,16/09/2022,Services,Article,REM,REMISE COMMERCIALE,"1,00","0,00","-416,67","0,00","0,00"
N° 22-09-280,FACTURE,13/09/2022,Produits,Article,PORT,PORTEUR,"3,00","93,00","279,00","0,00","0,00"
N° 22-09-280,FACTURE,13/09/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","198,00","0,00","-8,59"
N° 22-09-280,FACTURE,13/09/2022,Produits,Article,A15,ACHAT CONCESSION 15 ANS,"1,00","0,00","300,00","0,00","100,00"
N° 22-09-280,FACTURE,13/09/2022,Produits,Article,CERCB,CERCUEIL CHENE BASIQUE,"1,00","0,00","700,00","0,00","100,00"
N° 22-09-280,FACTURE,13/09/2022,Produits,Article,PL,PLAQUE IDENTITE,"1,00","0,00","50,00","0,00","100,00"
